weight,source,target
21842,i,m
13603,don,t
10788,it,s
7378,ain,t
6898,and,i
6124,you,re
5395,can,t
5183,in,the
4845,i,don
4503,i,can
4403,i,know
4009,i,ll
3480,but,i
3394,on,the
3285,me,i
3183,you,can
3003,like,a
2902,if,you
2832,you,know
2774,that,s
2671,that,i
2658,when,i
2596,i,ve
2475,to,the
2346,i,wanna
2309,i,got
2289,what,i
2284,when,you
2270,you,i
2263,i,was
2151,got,a
2123,know,i
1979,s,a
1972,and,you
1910,in,my
1850,the,way
1846,i,ain
1821,on,my
1817,at,the
1774,on,a
1767,with,you
1757,won,t
1750,in,a
1750,if,i
1743,that,you
1732,do,it
1728,oh,oh
1692,i,just
1690,but,you
1689,i,could
1675,she,s
1672,all,the
1670,you,don
1667,t,know
1658,cause,i
1658,tell,me
1649,baby,i
1565,in,your
1557,yeah,i
1510,for,me
1505,to,you
1503,like,i
1495,to,be
1492,for,the
1489,think,i
1487,ve,been
1474,with,me
1470,yeah,yeah
1465,with,the
1451,t,wanna
1449,zebani,zebani
1434,let,s
1423,i,d
1414,there,s
1406,me,and
1402,know,what
1400,of,the
1397,on,me
1394,know,you
1382,i,think
1379,m,a
1344,love,me
1323,for,you
1314,i,need
1277,my,mind
1277,it,up
1242,like,you
1238,me,you
1230,t,you
1221,my,heart
1211,to,me
1206,in,love
1205,i,ma
1199,make,me
1194,with,a
1173,i,love
1172,now,i
1156,la,la
1141,me,to
1134,didn,t
1132,you,and
1132,know,that
1128,and,the
1118,look,like
1112,so,i
1102,it,was
1091,love,you
1088,oh,i
1080,of,my
1071,let,me
1060,he,s
1050,ah,ah
1029,you,ll
1018,m,in
1008,ll,be
998,i,want
997,and,it
997,we,re
997,show,you
993,you,got
990,the,world
989,have,to
984,ooh,ooh
982,what,you
977,go,go
970,me,a
967,out,of
947,it,i
945,you,ain
939,it,in
936,não,pare
934,out,the
929,say,you
925,s,the
925,like,the
921,it,all
920,all,night
920,uh,uh
902,my,life
897,right,now
895,time,i
894,for,a
891,you,love
890,who,s
871,love,with
869,t,even
863,way,you
861,bitch,i
861,wanna,show
859,all,i
858,you,d
855,you,were
855,i,like
852,how,you
849,it,to
841,t,be
838,bout,to
838,no,more
837,hey,hey
833,you,want
830,you,look
826,m,gonna
826,to,go
825,t,got
824,i,had
824,do,you
822,just,to
822,what,s
810,that,shit
808,to,my
804,t,no
799,i,said
791,from,the
790,to,stop
786,you,a
785,stop,the
783,all,my
778,y,all
775,but,it
774,next,to
773,the,same
769,i,look
768,all,of
766,i,get
765,m,the
763,a,little
762,up,and
757,ve,got
753,you,off
752,up,in
751,m,so
750,just,like
750,to,get
748,got,me
746,m,not
744,like,it
737,see,you
735,for,your
731,up,on
728,make,a
726,s,all
726,and,my
720,star,star
718,me,baby
717,used,to
716,like,me
716,i,see
711,off,i
711,where,i
705,are,you
704,s,just
701,on,your
700,a,bitch
695,t,never
695,said,i
692,need,a
690,me,up
690,want,you
689,you,think
686,of,you
686,you,like
681,i,might
672,just,wanna
667,s,not
664,give,me
664,i,won
663,of,me
657,i,guess
657,a,nigga
657,close,to
656,you,you
655,i,am
655,say,i
654,fuck,it
653,you,wanna
652,it,down
649,take,the
648,wanna,be
647,you,could
646,of,a
646,no,no
644,had,a
642,when,it
640,through,the
639,i,thought
637,up,the
636,the,one
634,can,you
634,t,get
633,make,it
630,get,it
628,i,hate
623,you,are
621,t,like
616,and,we
614,you,just
611,you,do
611,woah,woah
609,on,it
605,now,you
602,for,ya
602,it,baby
600,been,a
599,me,in
599,it,ain
597,fuck,this
595,every,time
593,i,do
593,the,back
593,got,the
590,and,a
589,the,door
588,and,they
582,you,oh
581,be,the
580,know,it
579,baby,you
577,this,shit
576,you,to
576,t,want
573,up,with
573,me,like
573,the,bar
572,that,we
571,t,need
571,it,for
567,like,that
565,s,my
565,na,na
564,t,do
563,take,my
562,told,me
560,your,love
560,типа,того
559,this,is
558,no,one
558,ты,таков
557,the,feeling
557,i,feel
554,do,i
552,i,swear
551,you,make
551,the,night
549,the,time
549,when,we
547,is,it
547,i,keep
546,uh,huh
544,you,in
544,one,of
540,a,batida
539,give,a
539,we,go
536,m,still
534,m,bout
533,where,you
530,you,get
527,but,she
522,and,he
520,fli,fli
514,up,i
512,way,i
511,let,you
509,she,a
508,da,da
507,tell,you
507,keep,on
506,please,please
506,back,in
504,about,it
504,pare,a
504,to,see
501,me,down
500,to,do
500,with,my
499,of,your
498,want,me
495,up,like
494,so,much
493,t,have
491,girl,i
491,he,a
489,cause,you
488,did,you
488,i,still
486,m,on
484,you,better
483,do,what
482,you,go
481,re,not
480,i,didn
480,redrum,redrum
479,yeah,you
478,t,give
477,in,this
476,wait,for
476,where,the
475,like,this
474,take,me
472,i,i
471,s,got
469,my,head
464,the,party
464,baby,do
462,we,could
462,got,to
462,try,to
461,we,can
459,i,did
458,s,so
457,i,mean
457,am,i
457,re,too
455,thinkin,bout
453,you,the
453,you,should
452,the,fuck
451,about,you
451,my,name
450,and,me
450,good,luck
449,i,should
449,to,your
448,all,that
448,your,lovin
448,t,take
448,hol,on
448,whip,your
448,lovin,on
447,okay,i
447,d,have
446,break,it
445,with,your
444,luck,babe
444,feel,it
442,they,say
441,s,gonna
440,up,fuck
440,my,eyes
440,you,see
438,these,niggas
438,and,that
438,that,ain
438,the,floor
438,take,it
437,love,i
435,you,baby
433,i,told
433,know,how
433,not,like
431,i,let
431,uh,i
431,feel,like
430,the,high
430,if,it
430,couldn,t
429,no,i
429,well,i
429,made,for
429,had,to
428,me,that
427,hit,it
427,the,wild
427,just,a
427,the,devil
427,the,only
427,i,bet
425,on,and
423,she,said
423,apateu,apateu
420,high,road
420,then,i
420,the,truth
420,your,life
420,and,she
419,a,feather
419,a,fuck
418,as,you
415,i,go
415,s,that
414,pare,não
414,but,we
413,me,it
411,then,you
410,i,be
410,back,of
409,like,us
408,go,together
408,how,i
407,tired,of
406,a,thing
405,wasn,t
405,pink,pony
404,thought,i
402,re,the
402,they,not
401,lo,que
400,right,here
399,keep,it
399,you,but
399,and,if
398,club,up
397,me,tell
397,more,than
396,this,club
395,huh,uh
395,s,like
395,me,but
394,fuck,my
393,baby,don
393,g,o
393,a,whole
393,i,say
392,miss,me
391,s,go
390,too,sweet
390,we,ain
390,you,need
390,sweet,for
389,you,miss
387,you,my
387,tell,em
387,truck,bed
387,and,then
386,guess,guess
385,ayy,ayy
385,of,it
384,a,new
384,in,that
384,pour,me
384,hard,to
384,need,to
384,wanna,make
382,у,меня
382,t,help
381,o,t
381,t,make
380,down,on
379,the,club
379,t,t
378,at,me
378,him,i
378,it,and
378,t,see
378,lies,lies
377,at,night
377,it,on
376,not,the
375,we,ll
375,off,my
375,have,a
373,on,that
373,as,the
373,you,close
373,we,don
372,my,ex
372,burn,it
372,реально,ты
371,m,just
371,you,so
371,tellin,me
369,say,that
366,i,hope
365,ll,wait
364,more,i
364,so,you
363,down,the
363,i,come
363,can,take
362,got,you
362,a,long
361,t,tell
360,bar,gettin
360,gettin,tipsy
360,it,do
360,hits,hits
359,me,all
358,o,g
358,every,night
358,every,day
357,you,say
357,just,the
357,wanna,lose
357,ha,ha
356,i,done
356,he,said
356,act,like
356,she,want
356,boy,is
356,a,bad
355,t,care
355,oh,my
355,see,the
355,woah,oh
354,a,man
353,get,your
353,s,been
353,how,to
352,den,arsch
352,t,o
352,i,would
352,m,at
351,call,me
351,and,so
351,the,city
350,h,o
350,when,the
350,my,nigga
349,to,a
349,your,friends
349,as,a
348,how,the
348,for,that
348,come,and
348,bout,me
347,en,el
346,ready,to
346,you,said
346,me,no
346,i,gave
345,huh,huh
345,like,to
345,you,out
344,night,and
344,a,real
344,but,that
343,say,it
343,in,and
342,control,when
342,of,that
341,take,take
340,the,gang
340,me,the
340,me,yeah
339,can,tell
339,by,the
337,what,it
337,off,the
337,back,when
337,on,fire
336,world,just
336,look,at
336,lose,control
336,nasty,nasty
336,no,te
336,it,like
335,s,in
335,waiting,for
335,we,were
335,could,be
334,better,not
334,you,yeah
334,you,ever
333,i,lose
333,things,that
333,the,day
333,at,you
332,put,it
332,that,me
332,us,they
331,if,he
331,up,to
331,be,a
330,you,that
330,she,was
330,i,used
329,babe,you
329,want,a
328,your,mind
328,your,eyes
327,out,my
327,catch,me
327,cause,it
326,was,a
325,it,back
324,pony,club
324,wanna,get
324,everybody,at
324,made,a
324,m,done
324,me,espresso
323,and,your
323,so,good
323,me,what
322,your,body
322,lose,my
322,oh,it
322,i,made
321,tonight,i
321,you,ve
321,a,nasty
320,long,live
320,it,sexyy
320,hot,to
319,your,heart
319,thing,for
319,live,cowgirls
319,hold,you
318,told,you
318,you,on
317,of,this
317,but,the
317,can,i
317,all,these
317,it,with
317,this,bitch
316,back,to
316,me,for
316,my,way
315,me,lose
313,guess,i
313,to,make
313,a,guy
312,s,what
312,s,always
312,side,of
312,i,knew
310,the,hell
310,the,sun
310,that,bitch
310,i,been
310,see,me
310,me,so
310,put,some
310,think,do
310,dance,all
309,you,gotta
309,t,sleep
309,she,got
309,take,her
308,down,but
308,turnt,up
308,my,love
308,you,take
308,m,with
308,my,friends
308,and,on
308,to,break
307,said,you
307,get,to
305,night,i
305,come,on
305,think,you
305,a,few
304,in,her
304,wish,you
304,you,come
303,the,last
303,have,you
303,gonna,keep
302,my,own
302,a,girl
302,kind,of
301,t,let
301,this,way
300,know,when
300,y,yo
300,thing,i
300,it,we
299,give,it
299,at,my
299,let,it
299,why,you
298,s,where
298,we,know
298,a,lot
298,til,the
298,think,that
298,talk,about
297,on,dancing
296,did,i
296,in,if
296,said,it
296,go,to
295,need,you
295,my,bed
294,to,say
294,they,can
294,feels,like
294,s,gettin
293,t,believe
293,i,really
292,girl,you
292,on,this
292,you,niggas
291,up,a
291,oh,yeah
291,is,a
291,wouldn,t
291,your,boy
291,she,ll
291,i,saw
291,can,feel
290,get,the
290,miles,on
290,no,way
290,could,break
290,m,sorry
289,gonna,be
289,why,i
289,make,you
288,they,know
288,nasty,i
288,be,alright
288,batida,não
288,is,the
288,sleep,baby
287,black,and
286,let,her
286,shit,i
286,too,much
286,we,d
286,is,you
286,wild,ones
286,this,ain
286,if,the
285,and,now
284,a,good
283,lose,me
283,it,you
283,of,one
283,she,don
283,you,gon
283,if,they
282,i,never
282,take,a
282,got,my
281,when,he
281,me,when
281,mm,mm
281,your,ex
280,deep,in
280,they,re
280,it,is
280,left,right
279,think,about
279,only,one
278,love,is
277,en,la
277,your,head
277,eh,eh
277,about,me
277,down,to
277,is,mine
277,know,me
276,never,wanna
276,please,don
276,re,a
275,tell,them
275,get,you
275,on,you
275,to,keep
275,oh,god
274,til,i
274,wind,up
274,same,old
274,wish,i
274,it,feels
273,time,you
273,get,up
273,i,flirt
273,like,what
273,i,take
273,knows,i
273,back,and
272,road,take
272,so,hard
271,i,only
271,eyes,i
271,get,on
271,bitch,you
271,the,man
270,love,her
270,ll,have
270,full,of
269,for,my
268,yeah,she
268,might,not
267,tried,to
267,here,with
267,was,in
266,what,the
266,your,face
266,ex,fuck
266,я,не
265,know,the
264,wop,wop
264,shake,den
264,way,that
264,to,know
264,hände,auf
263,gave,you
263,an,angel
263,to,tell
263,to,play
263,good,i
262,he,ain
262,a,truck
262,hold,me
261,so,long
261,made,me
261,some,miles
261,and,when
261,a,drink
260,and,all
260,mind,i
260,a,hundred
260,up,at
260,kiss,me
260,but,he
260,スター,スター
259,ll,take
259,but,tonight
259,i,have
259,still,a
258,when,they
258,that,it
257,me,how
257,all,we
257,right,there
256,your,shit
256,i,showed
256,i,gotta
255,woke,up
255,is,my
255,was,the
254,t,ever
254,ll,never
254,like,no
254,how,many
253,bitch,she
253,the,best
253,broken,heart
253,t,play
253,you,doin
252,you,how
252,night,dance
252,jag,är
252,m,your
251,be,your
251,them,hoes
251,me,better
250,i,miss
250,go,let
250,to,lose
250,it,if
250,with,some
250,tell,the
250,well,good
249,do,my
249,and,one
249,it,that
248,not,okay
248,on,her
248,you,won
248,club,i
248,oh,ooh
248,never,met
247,me,on
247,on,down
247,fell,in
246,to,let
246,it,when
246,that,ass
246,but,baby
246,wanna,do
246,haven,t
245,here,i
245,a,million
245,yeah,it
245,who,the
245,i,heard
244,my,breath
244,be,more
244,the,end
244,fuck,with
243,pull,up
243,it,just
243,the,pink
243,slow,it
243,m,tryna
243,out,on
243,did,the
243,hit,the
243,ride,the
243,play,with
242,ma,take
242,the,boy
242,know,who
242,last,night
241,my,whiskey
241,s,no
241,nigga,i
241,my,shit
240,sexyy,get
240,got,no
240,you,told
240,nasty,girl
240,have,him
240,girl,nasty
240,now,it
239,va,a
239,you,mean
239,with,her
238,that,ll
238,at,all
238,out,here
238,this,time
238,of,them
238,down,i
238,sweet,i
238,turn,into
237,i,hit
237,feeling,you
237,re,in
237,s,okay
237,to,take
236,help,it
236,see,i
236,him,and
236,go,and
236,me,who
236,how,it
235,n,n
235,all,your
235,showed,you
235,s,up
234,the,thanks
234,i,put
234,see,your
234,me,if
234,the,fire
234,put,you
234,must,be
234,the,airport
234,n,não
234,are,the
233,s,still
233,all,this
233,day,i
233,t,tie
233,m,ready
233,i,wish
232,about,your
232,scared,to
232,mean,put
232,my,best
232,swear,i
231,the,right
231,all,along
231,the,whole
231,my,soul
231,on,all
230,my,baby
230,can,say
230,me,oh
230,a,la
229,you,thinkin
229,it,out
229,get,in
228,m,up
228,makin,me
228,your,own
228,not,here
228,with,it
228,before,i
228,baby,girl
228,olmak,zorunda
228,all,in
228,em,i
228,and,chains
228,on,ho
228,guy,for
228,d,rather
227,you,when
227,i,tell
227,and,baby
227,it,through
227,were,made
227,chains,and
226,re,all
226,i,woke
226,can,love
226,these,hoes
226,or,i
225,love,in
225,lookin,for
225,the,car
225,feel,so
225,can,whip
225,me,hot
225,whips,and
225,i,find
225,the,rest
225,to,start
225,he,don
224,baby,whip
224,took,a
224,lil,bitch
224,out,and
224,talk,to
224,it,can
224,no,whips
224,me,is
224,gettin,all
224,my,world
224,on,hol
224,a,baby
223,he,was
223,again,i
223,i,took
223,got,it
223,down,bad
222,s,on
222,babe,well
222,you,all
222,had,some
222,breakin,my
221,made,it
221,t,leave
221,out,you
221,did,your
221,of,shoes
221,that,sweet
221,fuck,about
221,d,be
220,watch,me
220,ve,tried
220,fuck,you
220,old,me
220,hate,to
220,heart,waiting
220,her,i
220,bumpin,that
219,these,bitches
219,t,think
219,what,a
219,give,you
219,go,on
219,dance,with
218,back,i
218,yo,no
218,you,feel
218,is,not
218,gang,gang
218,me,or
218,life,you
217,my,god
217,done,you
217,you,kiss
217,time,to
217,me,we
216,what,he
216,guess,so
216,t,gotta
216,que,me
216,you,scared
216,tipsy,everybody
216,wait,to
216,now,she
216,all,gonna
215,a,while
215,be,someone
215,met,but
215,you,keep
215,is,i
215,heart,i
214,might,be
213,who,you
213,it,from
212,come,true
212,fall,in
212,miss,the
212,nigga,he
212,one,to
211,rest,of
211,leave,you
211,thing,that
211,t,mean
211,put,a
211,get,me
210,pair,of
210,the,sky
209,real,life
209,cause,the
209,or,somethin
209,a,lil
209,into,the
208,not,next
208,around,and
208,flirt,i
208,my,time
207,come,home
207,you,made
207,hell,i
207,we,never
207,to,stay
206,i,will
206,just,want
206,me,off
206,m,tired
206,know,where
206,you,didn
206,ooh,oh
206,i,ever
205,d,wanna
205,ass,nigga
205,to,leave
204,together,tell
204,i,turned
204,если,ты
204,get,em
203,nigga,we
203,god,i
203,t,wait
203,in,it
202,for,christmas
202,d,never
202,them,niggas
201,they,all
201,feeling,i
201,wrong,i
201,oh,woah
201,none,of
201,it,love
200,hell,nah
200,están,hablando
200,o,you
200,go,h
200,to,have
200,night,long
200,know,why
200,not,a
199,see,her
199,me,my
199,bed,at
199,the,dick
199,want,it
199,door,i
198,t,been
198,version,of
198,this,fuck
198,hold,on
198,everything,i
198,all,you
198,some,help
198,you,still
197,tie,me
197,back,then
197,can,hear
197,uh,yeah
197,from,me
197,lookin,at
197,the,hard
197,all,know
197,t,i
197,missin,you
197,than,the
197,front,of
196,be,like
196,into,me
196,my,coffee
196,it,right
196,now,right
196,know,is
196,stay,i
196,switch,it
195,now,we
195,sweet,dreams
195,your,mom
195,start,a
195,flirting,flirting
195,the,light
195,thanks,and
195,at,3
195,coffee,black
195,how,can
195,a,mess
195,the,first
195,t,go
195,if,that
195,neat,my
195,3,you
194,let,em
194,ooh,i
194,me,where
193,should,be
193,truth,is
193,right,in
193,me,back
193,at,home
193,now,and
193,as,i
193,that,way
193,help,me
193,s,back
193,want,to
192,fly,i
192,please,stay
192,t,trust
192,you,if
192,when,she
192,and,every
192,m,fallin
192,beautiful,things
191,like,my
191,me,out
191,need,some
191,devil,s
191,wanna,fuck
191,here,where
190,just,you
190,airport,the
190,back,just
190,it,wasn
190,ooh,you
190,up,missin
190,when,my
190,open,up
190,heart,and
190,is,that
190,go,head
189,love,and
189,get,a
189,okay,but
189,the,whiskey
189,baby,that
188,way,to
188,in,front
188,it,don
188,see,my
188,out,in
188,help,you
188,si,no
187,s,your
187,love,it
187,hoes,we
187,your,chevrolet
187,look,fly
187,better,than
187,you,always
186,s,over
186,your,ass
186,hell,hell
186,love,the
186,i,deserve
186,should,think
186,you,now
186,could,think
185,while,i
185,you,had
185,you,for
185,m,back
185,i,try
184,chevy,with
184,out,where
184,doesn,t
184,a,second
184,t,fuck
184,fallin,apart
184,car,and
184,a,couple
184,save,me
184,with,him
184,your,car
184,in,his
183,you,back
183,can,do
183,wake,up
183,hold,my
183,and,get
183,but,if
183,god,knows
183,me,every
183,whatever,she
183,s,get
183,along,for
182,go,i
182,too,good
182,me,too
182,mine,i
182,set,my
182,went,to
182,man,i
182,blame,you
182,the,other
182,that,get
182,a,fan
182,down,down
182,she,wanna
182,could,use
181,and,be
181,round,round
181,a,double
181,that,they
181,halfway,to
181,up,down
181,the,town
181,but,there
181,dick,like
181,my,ass
181,way,back
181,it,ll
181,up,it
180,re,doin
180,i,left
180,batida,n
180,baby,please
180,te,toqué
180,you,no
180,somebody,pour
180,turned,her
180,body,like
180,этой,суке
179,miss,you
179,can,kiss
179,a,broken
179,wanna,give
179,bad,bitch
179,baby,can
179,walk,on
179,even,if
178,eyes,and
178,get,money
178,jack,i
178,true,i
178,not,i
178,lot,of
178,they,don
178,ll,get
178,a,way
177,to,put
177,got,that
177,my,niggas
177,i,bought
177,i,walk
177,knew,i
176,not,be
176,the,wrong
176,the,air
176,who,is
176,how,much
176,deine,knie
176,auf,deine
176,knie,hände
176,arsch,für
176,i,saved
176,m,finna
176,for,real
175,you,not
175,saved,my
175,mm,i
175,te,va
175,you,tell
175,be,my
175,hear,you
175,down,at
175,trust,me
174,like,she
174,me,home
174,to,feel
174,just,so
174,your,hands
174,me,pull
174,call,it
174,in,every
174,thought,about
174,if,we
173,her,the
173,the,bitch
173,my,hand
173,without,you
173,one,thing
173,essas,vadias
172,one,who
172,t,nothin
172,out,that
172,lose,you
172,a,fool
172,i,found
172,come,back
171,be,close
171,would,you
171,t,the
171,look,good
171,like,ooh
171,fucked,up
171,it,take
170,give,her
170,me,sweat
170,are,we
170,it,goes
170,me,hotter
170,were,right
170,breath,make
170,her,in
170,me,water
170,a,sign
170,you,with
170,my,side
170,hotter,make
170,way,it
170,sweat,make
169,heard,you
169,you,been
169,my,good
169,her,to
169,better,i
169,like,an
169,my,fault
168,get,attached
168,what,to
168,the,money
168,go,meg
168,head,so
168,end,well
168,bet,you
168,mama,i
167,put,her
167,calling,me
167,you,down
167,the,backseat
167,you,done
167,want,him
167,like,him
167,i,hear
167,now,he
167,is,where
167,take,you
167,got,some
167,a,bar
167,always,on
167,day,that
167,tryin,to
167,through,and
167,away,i
166,guess,who
166,on,him
166,at,i
166,the,big
166,that,he
166,hate,the
166,out,i
166,you,right
166,stole,my
165,you,fuck
165,freaky,ass
165,ll,tell
165,it,so
165,a,california
165,california,king
165,ll,still
165,do,this
165,69,god
165,a,69
165,maybe,i
165,the,moment
165,i,loved
165,kisses,to
165,fan,he
165,the,things
164,if,every
164,obsessed,with
164,my,face
164,come,over
164,you,hold
164,oh,no
164,tell,him
164,so,obsessed
164,the,middle
164,you,bout
164,ll,make
163,a,star
163,the,worst
163,it,over
163,here,and
163,boy,you
163,already,know
163,who,i
163,s,fine
163,be,damned
163,oh,is
162,know,and
162,one,more
162,dancing,at
162,play,the
162,you,really
162,mean,it
162,we,still
162,tryna,be
162,ones,i
162,walked,in
161,you,fall
161,oh,we
161,fuck,me
161,let,the
161,choose,i
161,a,freak
161,me,do
161,twenty,eight
161,down,in
161,floor,now
161,need,me
161,you,took
161,you,try
161,my,body
161,made,her
160,they,like
160,money,i
160,yeah,uh
160,there,all
160,where,we
160,в,этой
160,re,good
160,away,away
160,me,right
160,nights,like
160,than,never
160,one,that
160,better,late
160,late,than
160,world,and
160,you,up
160,two,to
159,a,check
159,re,breakin
159,one,s
159,s,too
159,your,mouth
159,to,heaven
159,good,she
158,s,why
158,hands,on
158,a,big
158,you,must
158,heart,you
158,murder,on
158,t,lose
158,come,to
158,come,take
158,try,it
158,t,turn
157,my,mama
157,world,on
157,just,might
157,done,did
157,my,bitches
157,the,shit
157,me,he
157,one,two
157,wanna,love
156,a,feeling
156,then,right
156,dancefloor,but
156,you,set
156,give,jah
156,heart,baby
156,m,doin
156,i,promise
156,whiskey,neat
156,apart,right
156,love,say
156,losing,all
156,home,and
156,s,time
156,tra,tra
156,do,the
156,the,house
156,когда,то
156,put,the
156,make,em
156,mess,of
156,me,see
156,the,dancefloor
156,and,praises
155,or,not
155,where,it
155,i,work
155,and,say
155,saw,your
155,ll,go
155,one,night
155,to,try
155,to,show
155,он,когда
155,you,would
155,my,bones
155,my,house
155,head,i
154,day,you
154,two,three
154,the,impossible
154,it,at
154,make,your
154,he,can
154,the,ride
154,if,this
154,can,see
154,him,anyway
154,that,lil
153,together,nigga
153,a,thousand
153,go,houdini
153,taste,me
153,voy,a
153,fuck,a
153,m,an
153,god,made
153,on,by
153,here,comes
153,christmas,and
153,you,knew
153,my,dick
153,ask,me
153,baby,but
152,the,engine
152,roll,she
152,carnival,i
152,your,chest
152,t,save
152,and,leave
152,up,where
152,someone,to
152,so,many
152,bought,you
152,your,baby
152,a,honor
152,it,ends
152,honor,roll
152,find,a
151,then,we
151,hate,me
151,up,then
151,livin,in
151,showed,me
151,the,good
151,away,from
150,the,wind
150,of,whiskey
150,que,yo
150,with,all
150,favorita,de
150,de,dios
150,bout,you
150,say,they
150,re,just
150,instead,i
150,a,ho
150,over,and
150,someone,like
150,as,beautiful
149,i,die
149,good,for
149,you,have
149,m,like
149,the,girls
149,god,don
149,shot,of
149,be,here
149,oh,you
149,good,lord
149,t,come
148,yeah,my
148,the,road
148,if,she
148,take,this
148,the,next
148,of,time
148,tell,your
148,что,я
148,t,keep
148,should,ve
148,fuck,is
147,m,goin
147,dar,uma
147,uma,volta
147,night,oh
147,t,that
147,still,here
147,boys,in
147,the,mornin
147,think,they
147,much,more
147,no,you
147,he,d
146,to,myself
146,me,again
146,me,now
146,that,girl
146,wide,open
146,ll,give
146,fire,you
146,it,hot
146,with,someone
146,you,what
146,ll,just
146,one,i
146,believe,me
146,be,on
146,my,back
146,your,dreams
145,home,to
145,que,no
145,did,it
145,so,fast
145,the,cut
145,hand,on
145,leave,a
145,girl,that
145,my,whole
145,the,chevy
145,was,just
145,wide,like
145,bed,wide
145,the,dream
145,know,they
145,d,you
145,engine,runnin
145,runnin,just
145,lookin,like
145,right,oh
145,be,next
144,beautiful,as
144,on,i
144,someone,as
144,main,one
144,pom,pom
144,en,mi
144,s,murder
144,so,and
144,down,left
144,move,it
144,espresso,move
144,nintendo,say
144,vamos,dar
144,o,mano
144,fodem,o
144,mano,dedurando
144,run,for
144,s,coming
144,matar,essas
144,vadias,fodem
144,oh,switch
144,so,say
144,top,of
144,keep,me
144,the,streets
144,the,table
144,eah,eah
144,you,couldn
144,thinkin,it
144,everywhere,i
144,boy,i
144,double,shot
144,meg,go
144,me,belong
144,em,glo
144,whiskey,they
144,someone,pour
144,and,jack
144,a,history
144,m,drunk
144,these,beautiful
144,m,okay
144,i,cry
144,like,nintendo
143,just,don
143,hope,you
143,known,to
143,been,known
143,have,sweet
143,my,innocence
143,innocence,in
143,then,she
143,into,my
143,underneath,the
143,praises,give
143,that,and
142,mi,vida
142,they,ll
142,what,if
142,we,gon
142,ya,i
142,long,i
142,lo,love
142,the,two
142,it,would
142,she,gon
142,take,away
142,but,then
142,prove,you
142,m,takin
141,for,i
141,could,have
141,up,out
141,better,on
141,the,times
141,my,tongue
141,walk,in
141,tell,her
141,hate,that
141,said,he
141,love,s
141,what,she
141,end,of
141,fore,you
140,it,tired
140,on,saturn
140,life,s
140,shit,is
140,girl,it
140,things,are
140,yeah,oh
140,bitch,fuck
140,off,of
140,quieres,no
140,something,s
140,how,they
140,hurt,me
140,私は,スター
140,red,wine
140,that,same
140,out,to
140,in,on
140,wanna,see
140,la,favorita
140,no,quieres
140,re,so
139,to,god
139,right,to
139,baby,if
139,we,got
139,guess,you
139,no,nigga
139,to,hold
139,good,but
139,send,a
139,a,moment
139,thought,you
139,the,love
139,find,the
139,wanna,go
139,you,thought
138,make,no
138,somethin,i
138,t,really
138,all,and
138,keep,the
138,i,remember
138,hasta,que
138,baby,let
138,call,you
138,ho,i
138,the,ground
138,life,i
137,a,i
137,ll,find
137,your,mama
137,when,a
137,you,run
137,hell,of
137,night,no
137,me,this
137,cause,a
137,que,te
137,you,wanted
137,kill,me
137,in,me
136,baby,and
136,oh,baby
136,no,duh
136,to,come
136,duh,where
136,never,had
136,much,lighter
136,beat,it
136,nothin,bout
136,back,but
136,re,still
136,my,exes
136,lighter,like
136,the,line
136,feather,with
136,this,room
136,t,act
136,that,is
136,him,like
136,feather,like
136,by,walk
136,love,lo
136,doin,it
136,to,hurt
136,ooh,woah
136,only,thing
136,gotta,be
135,ayy,i
135,baow,baow
135,and,tell
135,til,my
135,damn,sure
135,a,m
135,como,el
135,ghost,town
135,to,change
135,you,cause
135,around,the
135,the,truck
135,yo,me
135,m,fine
135,might,just
135,the,pain
134,bad,lil
134,and,not
134,coming,for
134,christmas,i
134,keep,that
134,bout,a
134,girl,girl
134,i,wouldn
134,standing,next
134,can,go
134,ma,let
134,dance,floor
134,it,hits
134,if,there
134,girl,and
134,party,is
134,she,forgot
134,t,blame
134,no,love
134,lot,for
133,do,your
133,s,makin
133,i,call
133,say,goodbye
133,me,one
133,dreams,come
133,nigga,don
133,wrong,cause
133,see,it
133,my,twin
133,world,was
133,one,day
133,but,god
133,we,ride
133,that,she
133,do,for
133,know,if
133,ll,put
133,the,mirror
133,conmigo,no
133,in,with
133,long,as
132,town,in
132,him,he
132,for,all
132,long,black
132,a,fight
132,more,who
132,p,m
132,woah,i
132,we,met
132,night,don
132,way,step
132,then,step
132,step,this
132,up,for
132,about,thinkin
132,just,know
132,find,i
132,season,of
132,m,damn
132,step,that
132,her,ass
132,hey,run
132,a,favor
132,why,don
132,you,through
132,look,in
132,zamansız,zamansız
131,good,when
131,another,shot
131,all,for
131,s,me
131,t,nobody
131,i,always
131,of,mine
131,not,tryna
131,but,girl
131,know,my
131,lie,i
131,s,make
131,my,bag
131,by,my
131,cause,they
131,the,side
131,of,jack
131,the,season
131,whole,lot
130,my,neck
130,what,they
130,no,hay
130,i,sleep
130,te,amo
130,oh,that
130,ll,drink
130,by,myself
130,wanna,talk
130,fli,flirt
130,you,every
130,a,cruel
130,my,pretty
130,and,touch
130,you,never
129,and,her
129,right,and
129,so,let
129,wild,horses
129,that,the
129,wanna,dance
129,bottle,of
129,shit,with
129,without,a
129,me,then
129,home,for
129,the,moon
129,care,i
129,let,go
128,but,my
128,i,tried
128,with,no
128,round,and
128,the,pieces
128,keep,my
128,know,she
